"id","value","value_type_code","unit_code","calculation_code","industry_branch_code","payroll_year","payroll_quarter"
741372198,,316,80403,100,D,2011,4
741372202,,316,80403,100,D,2012,1
741372203,,316,80403,100,D,2012,2
741372204,,316,80403,100,D,2012,3
741372205,,316,80403,100,D,2012,4
741372209,,316,80403,100,D,2013,1
741372210,,316,80403,100,D,2013,2
741372211,,316,80403,100,D,2013,3
741372212,,316,80403,100,D,2013,4
741372228,,316,80403,100,E,2000,1
741372229,,316,80403,100,E,2000,2
741372230,,316,80403,100,E,2000,3
741372231,,316,80403,100,E,2000,4
741372235,,316,80403,100,E,2001,1
741372236,,316,80403,100,E,2001,2
741372237,55,316,80403,100,E,2001,3
741372238,,316,80403,100,E,2001,4
741372242,,316,80403,100,E,2002,1
741372243,53,316,80403,100,E,2002,2
741372244,,316,80403,100,E,2002,3
741372245,,316,80403,100,E,2002,4
741372249,52,316,80403,100,E,2003,1
741372250,,316,80403,100,E,2003,2
741372251,,316,80403,100,E,2003,3
741372252,,316,80403,100,E,2003,4
741372256,,316,80403,100,E,2004,1
741372257,,316,80403,100,E,2004,2
741372258,,316,80403,100,E,2004,3
741372259,,316,80403,100,E,2004,4
741372263,,316,80403,100,E,2005,1
741372264,,316,80403,100,E,2005,2
741372265,,316,80403,100,E,2005,3
741372266,,316,80403,100,E,2005,4
741372270,,316,80403,100,E,2006,1
741372271,,316,80403,100,E,2006,2
741372272,,316,80403,100,E,2006,3
741372273,,316,80403,100,E,2006,4
741372277,,316,80403,100,E,2007,1
741372278,,316,80403,100,E,2007,2
741372279,,316,80403,100,E,2007,3
741372280,,316,80403,100,E,2007,4
741372284,,316,80403,100,E,2008,1
741372285,,316,80403,100,E,2008,2
741372286,,316,80403,100,E,2008,3
741372287,,316,80403,100,E,2008,4
741372291,,316,80403,100,E,2009,1
741372292,,316,80403,100,E,2009,2
741372293,52,316,80403,100,E,2009,3
741372294,,316,80403,100,E,2009,4
741372298,,316,80403,100,E,2010,1
741372299,,316,80403,100,E,2010,2
741372300,,316,80403,100,E,2010,3
741372301,51,316,80403,100,E,2010,4
741372305,,316,80403,100,E,2011,1
741372306,,316,80403,100,E,2011,2
741372307,,316,80403,100,E,2011,3
741372308,,316,80403,100,E,2011,4
741372312,51,316,80403,100,E,2012,1
741372313,,316,80403,100,E,2012,2
741372314,,316,80403,100,E,2012,3
741372315,,316,80403,100,E,2012,4
741372319,51,316,80403,100,E,2013,1
741372320,,316,80403,100,E,2013,2
741372321,,316,80403,100,E,2013,3
741372322,52,316,80403,100,E,2013,4
741372338,,316,80403,100,F,2000,1
741372339,,316,80403,100,F,2000,2
741372340,,316,80403,100,F,2000,3
741372341,,316,80403,100,F,2000,4
741372345,,316,80403,100,F,2001,1
741372346,,316,80403,100,F,2001,2
741372347,,316,80403,100,F,2001,3
741372348,,316,80403,100,F,2001,4
741372352,,316,80403,100,F,2002,1
741372353,,316,80403,100,F,2002,2
741372354,,316,80403,100,F,2002,3
741372355,,316,80403,100,F,2002,4
741372359,,316,80403,100,F,2003,1
741372360,,316,80403,100,F,2003,2
741372361,,316,80403,100,F,2003,3
741372362,,316,80403,100,F,2003,4
741372366,,316,80403,100,F,2004,1
741372367,,316,80403,100,F,2004,2
741372368,,316,80403,100,F,2004,3
741372369,,316,80403,100,F,2004,4
741372373,,316,80403,100,F,2005,1
741372374,,316,80403,100,F,2005,2
741372375,273,316,80403,100,F,2005,3
741372376,,316,80403,100,F,2005,4
741372380,,316,80403,100,F,2006,1
741372381,,316,80403,100,F,2006,2
741372382,,316,80403,100,F,2006,3
741372383,,316,80403,100,F,2006,4
741372387,,316,80403,100,F,2007,1
741372388,,316,80403,100,F,2007,2
741372389,,316,80403,100,F,2007,3
741372390,,316,80403,100,F,2007,4
741372394,,316,80403,100,F,2008,1
741372395,,316,80403,100,F,2008,2
741372396,,316,80403,100,F,2008,3
741372397,,316,80403,100,F,2008,4
741372401,,316,80403,100,F,2009,1
741372402,,316,80403,100,F,2009,2
741372403,,316,80403,100,F,2009,3
741372404,,316,80403,100,F,2009,4
741372408,,316,80403,100,F,2010,1
741372409,260,316,80403,100,F,2010,2
741372410,,316,80403,100,F,2010,3
741372411,,316,80403,100,F,2010,4
741372415,,316,80403,100,F,2011,1
741372416,,316,80403,100,F,2011,2
741372417,,316,80403,100,F,2011,3
741372418,,316,80403,100,F,2011,4
741372422,,316,80403,100,F,2012,1
741372423,,316,80403,100,F,2012,2
741372424,,316,80403,100,F,2012,3
741372425,235,316,80403,100,F,2012,4
741372429,,316,80403,100,F,2013,1
741372430,,316,80403,100,F,2013,2
741372431,,316,80403,100,F,2013,3
741372432,,316,80403,100,F,2013,4
741372448,441,316,80403,100,G,2000,1
741372449,,316,80403,100,G,2000,2
741372450,,316,80403,100,G,2000,3
741372451,,316,80403,100,G,2000,4
741372455,,316,80403,100,G,2001,1
741372456,,316,80403,100,G,2001,2
741372457,,316,80403,100,G,2001,3
741372458,,316,80403,100,G,2001,4
741372462,,316,80403,100,G,2002,1
741372463,,316,80403,100,G,2002,2
741372464,,316,80403,100,G,2002,3
741372465,,316,80403,100,G,2002,4
741372469,,316,80403,100,G,2003,1
741372470,,316,80403,100,G,2003,2
741372471,,316,80403,100,G,2003,3
741372472,464,316,80403,100,G,2003,4
741372476,,316,80403,100,G,2004,1
741372477,,316,80403,100,G,2004,2
741372478,,316,80403,100,G,2004,3
741372479,,316,80403,100,G,2004,4
741372483,,316,80403,100,G,2005,1
741372484,,316,80403,100,G,2005,2
741372485,,316,80403,100,G,2005,3
741372486,,316,80403,100,G,2005,4
741372490,,316,80403,100,G,2006,1
741372491,,316,80403,100,G,2006,2
741372492,,316,80403,100,G,2006,3
741372493,,316,80403,100,G,2006,4
741372497,,316,80403,100,G,2007,1
741372498,,316,80403,100,G,2007,2
741372499,,316,80403,100,G,2007,3
741372500,,316,80403,100,G,2007,4
741372504,514,316,80403,100,G,2008,1
741372505,,316,80403,100,G,2008,2
741372506,,316,80403,100,G,2008,3
741372507,,316,80403,100,G,2008,4
741372511,,316,80403,100,G,2009,1
741372512,,316,80403,100,G,2009,2
741372513,,316,80403,100,G,2009,3
741372514,,316,80403,100,G,2009,4
741372518,,316,80403,100,G,2010,1
741372519,,316,80403,100,G,2010,2
741372520,,316,80403,100,G,2010,3
741372521,,316,80403,100,G,2010,4
741372525,,316,80403,100,G,2011,1
741372526,,316,80403,100,G,2011,2
741372527,,316,80403,100,G,2011,3
741372528,,316,80403,100,G,2011,4
741372532,,316,80403,100,G,2012,1
741372533,,316,80403,100,G,2012,2
741372534,,316,80403,100,G,2012,3
741372535,,316,80403,100,G,2012,4
741372539,,316,80403,100,G,2013,1
741372540,,316,80403,100,G,2013,2
741372541,,316,80403,100,G,2013,3
741372542,,316,80403,100,G,2013,4
741372558,,316,80403,100,H,2000,1
741372559,,316,80403,100,H,2000,2
741372560,,316,80403,100,H,2000,3
741372561,,316,80403,100,H,2000,4
741372565,,316,80403,100,H,2001,1
741372566,,316,80403,100,H,2001,2
741372567,,316,80403,100,H,2001,3
741372568,,316,80403,100,H,2001,4
741372572,,316,80403,100,H,2002,1
741372573,,316,80403,100,H,2002,2
741372574,,316,80403,100,H,2002,3
741372575,,316,80403,100,H,2002,4
741372579,,316,80403,100,H,2003,1
741372580,,316,80403,100,H,2003,2
741372581,,316,80403,100,H,2003,3
741372582,,316,80403,100,H,2003,4
741372586,274,316,80403,100,H,2004,1
741372587,,316,80403,100,H,2004,2
741372588,,316,80403,100,H,2004,3
741372589,,316,80403,100,H,2004,4
741372593,,316,80403,100,H,2005,1
741372594,,316,80403,100,H,2005,2
741372595,,316,80403,100,H,2005,3
741372596,,316,80403,100,H,2005,4
741372600,,316,80403,100,H,2006,1
741372601,,316,80403,100,H,2006,2
741372602,,316,80403,100,H,2006,3
741372603,,316,80403,100,H,2006,4
741372607,,316,80403,100,H,2007,1
741372608,,316,80403,100,H,2007,2
741372609,,316,80403,100,H,2007,3
741372610,,316,80403,100,H,2007,4
741372614,,316,80403,100,H,2008,1
741372615,,316,80403,100,H,2008,2
741372616,,316,80403,100,H,2008,3
741372617,,316,80403,100,H,2008,4
741372621,,316,80403,100,H,2009,1
741372622,262,316,80403,100,H,2009,2
741372623,,316,80403,100,H,2009,3
741372624,,316,80403,100,H,2009,4
741372628,,316,80403,100,H,2010,1
741372629,,316,80403,100,H,2010,2
741372630,,316,80403,100,H,2010,3
741372631,,316,80403,100,H,2010,4
741372635,,316,80403,100,H,2011,1
741372636,,316,80403,100,H,2011,2
741372637,,316,80403,100,H,2011,3
741372638,,316,80403,100,H,2011,4
741372642,,316,80403,100,H,2012,1
741372643,,316,80403,100,H,2012,2
741372644,,316,80403,100,H,2012,3
741372645,,316,80403,100,H,2012,4
741372649,,316,80403,100,H,2013,1
741372650,,316,80403,100,H,2013,2
741372651,,316,80403,100,H,2013,3
741372652,,316,80403,100,H,2013,4
741372668,,316,80403,100,I,2000,1
741372669,,316,80403,100,I,2000,2
741372670,121,316,80403,100,I,2000,3
741372671,,316,80403,100,I,2000,4
741372675,,316,80403,100,I,2001,1
741372676,,316,80403,100,I,2001,2
741372677,,316,80403,100,I,2001,3
741372678,,316,80403,100,I,2001,4
741372682,,316,80403,100,I,2002,1
741372683,,316,80403,100,I,2002,2
741372684,,316,80403,100,I,2002,3
741372685,,316,80403,100,I,2002,4
741372689,,316,80403,100,I,2003,1
741372690,,316,80403,100,I,2003,2
741372691,,316,80403,100,I,2003,3
741372692,,316,80403,100,I,2003,4
741372696,,316,80403,100,I,2004,1
741372697,,316,80403,100,I,2004,2
741372698,,316,80403,100,I,2004,3
741372699,,316,80403,100,I,2004,4
741372703,,316,80403,100,I,2005,1
741372704,,316,80403,100,I,2005,2
741372705,,316,80403,100,I,2005,3
741372706,,316,80403,100,I,2005,4
741372710,,316,80403,100,I,2006,1
741372711,,316,80403,100,I,2006,2
741372712,,316,80403,100,I,2006,3
741372713,,316,80403,100,I,2006,4
741372717,,316,80403,100,I,2007,1
741372718,,316,80403,100,I,2007,2
741372719,,316,80403,100,I,2007,3
741372720,,316,80403,100,I,2007,4
741372724,,316,80403,100,I,2008,1
741372725,,316,80403,100,I,2008,2
741372726,,316,80403,100,I,2008,3
741372727,,316,80403,100,I,2008,4
741372731,,316,80403,100,I,2009,1
741372732,,316,80403,100,I,2009,2
741372733,,316,80403,100,I,2009,3
741372734,,316,80403,100,I,2009,4
741372738,,316,80403,100,I,2010,1
741372739,,316,80403,100,I,2010,2
741372740,,316,80403,100,I,2010,3
741372741,,316,80403,100,I,2010,4
741372745,,316,80403,100,I,2011,1
741372746,,316,80403,100,I,2011,2
741372747,,316,80403,100,I,2011,3
741372748,,316,80403,100,I,2011,4
741372752,,316,80403,100,I,2012,1
741372753,,316,80403,100,I,2012,2
741372754,,316,80403,100,I,2012,3
741372755,120,316,80403,100,I,2012,4
741372759,,316,80403,100,I,2013,1
741372760,,316,80403,100,I,2013,2
741372761,,316,80403,100,I,2013,3
741372762,,316,80403,100,I,2013,4
741372778,,316,80403,100,J,2000,1
741372779,,316,80403,100,J,2000,2
741372780,,316,80403,100,J,2000,3
741372781,,316,80403,100,J,2000,4
741372785,,316,80403,100,J,2001,1
741372786,,316,80403,100,J,2001,2
741372787,79,316,80403,100,J,2001,3
741372788,,316,80403,100,J,2001,4
741372792,,316,80403,100,J,2002,1
741372793,,316,80403,100,J,2002,2
741372794,,316,80403,100,J,2002,3
741372795,79,316,80403,100,J,2002,4
741372799,,316,80403,100,J,2003,1
741372800,,316,80403,100,J,2003,2
741372801,,316,80403,100,J,2003,3
741372802,,316,80403,100,J,2003,4
741372806,76,316,80403,100,J,2004,1
741372807,,316,80403,100,J,2004,2
741372808,76,316,80403,100,J,2004,3
741372809,,316,80403,100,J,2004,4
741372813,,316,80403,100,J,2005,1
741372814,,316,80403,100,J,2005,2
741372815,,316,80403,100,J,2005,3
741372816,,316,80403,100,J,2005,4
741372820,,316,80403,100,J,2006,1
741372821,,316,80403,100,J,2006,2
741372822,,316,80403,100,J,2006,3
741372823,,316,80403,100,J,2006,4
741372827,,316,80403,100,J,2007,1
741372828,,316,80403,100,J,2007,2
741372829,,316,80403,100,J,2007,3
741372830,,316,80403,100,J,2007,4
741372834,,316,80403,100,J,2008,1
741372835,,316,80403,100,J,2008,2
741372836,,316,80403,100,J,2008,3
741372837,,316,80403,100,J,2008,4
741372841,,316,80403,100,J,2009,1
741372842,,316,80403,100,J,2009,2
741372843,,316,80403,100,J,2009,3
741372844,,316,80403,100,J,2009,4
741372848,,316,80403,100,J,2010,1
741372849,,316,80403,100,J,2010,2
741372850,97,316,80403,100,J,2010,3
741372851,,316,80403,100,J,2010,4
741372855,,316,80403,100,J,2011,1
741372856,,316,80403,100,J,2011,2
741372857,,316,80403,100,J,2011,3
741372858,,316,80403,100,J,2011,4
741372862,,316,80403,100,J,2012,1
741372863,98,316,80403,100,J,2012,2
741372864,,316,80403,100,J,2012,3
741372865,,316,80403,100,J,2012,4
741372869,,316,80403,100,J,2013,1
741372870,,316,80403,100,J,2013,2
741372871,,316,80403,100,J,2013,3
741372872,,316,80403,100,J,2013,4
741372888,,316,80403,100,K,2000,1
741372889,,316,80403,100,K,2000,2
741372890,,316,80403,100,K,2000,3
741372891,,316,80403,100,K,2000,4
741372895,,316,80403,100,K,2001,1
741372896,71,316,80403,100,K,2001,2
741372897,,316,80403,100,K,2001,3
741372898,,316,80403,100,K,2001,4
741372902,,316,80403,100,K,2002,1
741372903,67,316,80403,100,K,2002,2
741372904,,316,80403,100,K,2002,3
741372905,,316,80403,100,K,2002,4
741372909,,316,80403,100,K,2003,1
741372910,,316,80403,100,K,2003,2
741372911,,316,80403,100,K,2003,3
741372912,65,316,80403,100,K,2003,4
741372916,,316,80403,100,K,2004,1
741372917,,316,80403,100,K,2004,2
741372918,64,316,80403,100,K,2004,3
741372919,,316,80403,100,K,2004,4
741372923,63,316,80403,100,K,2005,1
741372924,,316,80403,100,K,2005,2
741372925,,316,80403,100,K,2005,3
741372926,,316,80403,100,K,2005,4
741372930,,316,80403,100,K,2006,1
741372931,,316,80403,100,K,2006,2
741372932,,316,80403,100,K,2006,3
741372933,,316,80403,100,K,2006,4
741372937,,316,80403,100,K,2007,1
741372938,,316,80403,100,K,2007,2
741372939,,316,80403,100,K,2007,3
741372940,,316,80403,100,K,2007,4
741372944,,316,80403,100,K,2008,1
741372945,72,316,80403,100,K,2008,2
741372946,,316,80403,100,K,2008,3
741372947,,316,80403,100,K,2008,4
741372951,72,316,80403,100,K,2009,1
741372952,,316,80403,100,K,2009,2
741372953,,316,80403,100,K,2009,3
741372954,,316,80403,100,K,2009,4
741372958,,316,80403,100,K,2010,1
741372959,,316,80403,100,K,2010,2
741372960,,316,80403,100,K,2010,3
741372961,,316,80403,100,K,2010,4
741372965,,316,80403,100,K,2011,1
741372966,,316,80403,100,K,2011,2
741372967,,316,80403,100,K,2011,3
741372968,,316,80403,100,K,2011,4
741372972,,316,80403,100,K,2012,1
741372973,,316,80403,100,K,2012,2
741372974,,316,80403,100,K,2012,3
741372975,,316,80403,100,K,2012,4
741372979,,316,80403,100,K,2013,1
741372980,,316,80403,100,K,2013,2
741372981,,316,80403,100,K,2013,3
741372982,,316,80403,100,K,2013,4
741372998,59,316,80403,100,L,2000,1
741372999,,316,80403,100,L,2000,2
741373000,,316,80403,100,L,2000,3
741373001,,316,80403,100,L,2000,4
741373005,,316,80403,100,L,2001,1
741373006,,316,80403,100,L,2001,2
741373007,,316,80403,100,L,2001,3
741373008,49,316,80403,100,L,2001,4
741373012,,316,80403,100,L,2002,1
741373013,,316,80403,100,L,2002,2
741373014,45,316,80403,100,L,2002,3
741373015,,316,80403,100,L,2002,4
741373019,,316,80403,100,L,2003,1
741373020,,316,80403,100,L,2003,2
741373021,,316,80403,100,L,2003,3
741373022,,316,80403,100,L,2003,4
741373026,,316,80403,100,L,2004,1
741373027,,316,80403,100,L,2004,2
741373028,,316,80403,100,L,2004,3
741373029,,316,80403,100,L,2004,4
741373033,,316,80403,100,L,2005,1
741373034,,316,80403,100,L,2005,2
741373035,,316,80403,100,L,2005,3
741373036,,316,80403,100,L,2005,4
741373040,44,316,80403,100,L,2006,1
741373041,,316,80403,100,L,2006,2
741373042,,316,80403,100,L,2006,3
741373043,,316,80403,100,L,2006,4
741373047,,316,80403,100,L,2007,1
741373048,,316,80403,100,L,2007,2
741373049,,316,80403,100,L,2007,3
741373050,,316,80403,100,L,2007,4
741373054,46,316,80403,100,L,2008,1
741373055,,316,80403,100,L,2008,2
741373056,,316,80403,100,L,2008,3
741373057,,316,80403,100,L,2008,4
741373061,,316,80403,100,L,2009,1
741373062,,316,80403,100,L,2009,2
741373063,,316,80403,100,L,2009,3
741373064,,316,80403,100,L,2009,4
741373068,,316,80403,100,L,2010,1
741373069,,316,80403,100,L,2010,2
741373070,,316,80403,100,L,2010,3
741373071,,316,80403,100,L,2010,4
741373075,,316,80403,100,L,2011,1
741373076,,316,80403,100,L,2011,2
741373077,,316,80403,100,L,2011,3
741373078,,316,80403,100,L,2011,4
741373082,,316,80403,100,L,2012,1
741373083,,316,80403,100,L,2012,2
741373084,,316,80403,100,L,2012,3
741373085,,316,80403,100,L,2012,4
741373089,,316,80403,100,L,2013,1
741373090,,316,80403,100,L,2013,2
741373091,,316,80403,100,L,2013,3
741373092,,316,80403,100,L,2013,4
741373108,,316,80403,100,M,2000,1
741373109,,316,80403,100,M,2000,2
741373110,,316,80403,100,M,2000,3
741373111,,316,80403,100,M,2000,4
741373115,127,316,80403,100,M,2001,1
741373116,,316,80403,100,M,2001,2
741373117,,316,80403,100,M,2001,3
741373118,,316,80403,100,M,2001,4
741373122,126,316,80403,100,M,2002,1
741373123,,316,80403,100,M,2002,2
741373124,,316,80403,100,M,2002,3
741373125,,316,80403,100,M,2002,4
741373129,,316,80403,100,M,2003,1
741373130,,316,80403,100,M,2003,2
741373131,,316,80403,100,M,2003,3
741373132,,316,80403,100,M,2003,4
741373136,,316,80403,100,M,2004,1
741373137,,316,80403,100,M,2004,2
741373138,,316,80403,100,M,2004,3
741373139,,316,80403,100,M,2004,4
741373143,,316,80403,100,M,2005,1
741373144,132,316,80403,100,M,2005,2
741373145,,316,80403,100,M,2005,3
741373146,,316,80403,100,M,2005,4
741373150,,316,80403,100,M,2006,1
741373151,,316,80403,100,M,2006,2
741373152,,316,80403,100,M,2006,3
741373153,,316,80403,100,M,2006,4
741373157,,316,80403,100,M,2007,1
741373158,,316,80403,100,M,2007,2
741373159,,316,80403,100,M,2007,3
741373160,,316,80403,100,M,2007,4
741373164,,316,80403,100,M,2008,1
741373165,,316,80403,100,M,2008,2
741373166,,316,80403,100,M,2008,3
741373167,,316,80403,100,M,2008,4
741373171,,316,80403,100,M,2009,1
741373172,,316,80403,100,M,2009,2
741373173,,316,80403,100,M,2009,3
741373174,,316,80403,100,M,2009,4
741373178,,316,80403,100,M,2010,1
741373179,,316,80403,100,M,2010,2
741373180,,316,80403,100,M,2010,3
741373181,,316,80403,100,M,2010,4
741373185,,316,80403,100,M,2011,1
741373186,,316,80403,100,M,2011,2
741373187,,316,80403,100,M,2011,3
741373188,,316,80403,100,M,2011,4
741373192,,316,80403,100,M,2012,1
741373193,,316,80403,100,M,2012,2
741373194,,316,80403,100,M,2012,3
741373195,,316,80403,100,M,2012,4
741373199,,316,80403,100,M,2013,1
741373200,,316,80403,100,M,2013,2
741373201,159,316,80403,100,M,2013,3
741373202,,316,80403,100,M,2013,4
